"x","y","unique_squirrel_id","hectare","shift","date","hectare_squirrel_number","age","primary_fur_color","highlight_fur_color","combination_of_primary_and","color_notes","location","above_ground_sighter","specific_location","running","chasing","climbing","eating","foraging","other_activities","kuks","quaas","moans","tail_flags","tail_twitches","approaches","indifferent","runs_from","other_interactions","geocoded_column",":@computed_region_efsh_h5xi",":@computed_region_f5dn_yrer",":@computed_region_yeji_bk3q",":@computed_region_92fq_4b7q",":@computed_region_sbqj_enih"
"-73.9749243901189","40.7761393551781","11B-PM-1014-05","11B","PM","10142018","5","Adult","Gray",,"Gray+",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","false","false","true","false",,"POINT (-73.9749243901189 40.7761393551781)",,"19","4","19","13"
"-73.968381325559","40.7780143443779","16E-PM-1018-06","16E","PM","10182018","6","Adult","Cinnamon","Gray","Cinnamon+Gray",,"Ground Plane","FALSE","On a rock","false","false","false","false","true",,"false","false","false","false","true","false","true","false",,"POINT (-73.968381325559 40.7780143443779)",,"19","4","19","13"
"-73.9694240327509","40.7755898126674","13F-AM-1007-02","13F","AM","10072018","2","Adult","Cinnamon","White","Cinnamon+White",,,,,"false","false","false","true","true",,"false","false","false","false","false","false","true","false",,"POINT (-73.96942403275091 40.7755898126674)",,"19","4","19","13"
"-73.9689000978955","40.7828364735236","20B-PM-1013-10","20B","PM","10132018","10","Adult","Gray","White","Gray+White",,"Ground Plane","FALSE",,"false","false","false","false","true","drank from a pond of rain water","false","false","false","false","false","false","true","false",,"POINT (-73.9689000978955 40.7828364735236)",,"19","4","19","13"
"-73.9804528867547","40.7696753655986","3A-PM-1017-05","03A","PM","10172018","5","Adult","Gray","Cinnamon","Gray+Cinnamon",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","false","false","false","false",,"POINT (-73.9804528867547 40.76967536559861)",,"19","4","19","13"
"-73.9576245992455","40.7873862510001","29H-PM-1006-01","29H","PM","10062018","1","Adult","Gray",,"Gray+",,"Above Ground","50",,"false","false","true","false","false","sitting","false","false","false","false","false","false","true","false",,"POINT (-73.9576245992455 40.7873862510001)",,"19","4","19","13"
"-73.9666007935638","40.7845098131567","23C-PM-1014-03","23C","PM","10142018","3","Adult","Gray",,"Gray+",,"Above Ground","8",,"false","true","false","false","false","chasing (#4 across trees)","false","false","false","false","false","false","false","false",,"POINT (-73.9666007935638 40.7845098131567)",,"19","4","19","13"
"-73.96148483609","40.7922645521905","33C-PM-1007-03","33C","PM","10072018","3","Adult","Gray","White","Gray+White",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","true","false","true","false",,"POINT (-73.96148483609 40.7922645521905)",,"19","4","19","13"
"-73.9546654184146","40.7947639241491","38G-PM-1020-09","38G","PM","10202018","9","Adult","Gray","Cinnamon, White","Gray+Cinnamon, White",,"Ground Plane","FALSE",,"false","false","false","true","true",,"false","false","false","true","false","false","true","false",,"POINT (-73.9546654184146 40.7947639241491)",,"19","4","19","13"
"-73.9667114027214","40.7768804702473","16G-PM-1017-01","16G","PM","10172018","1","Adult","Gray","Cinnamon, White","Gray+Cinnamon, White",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","false","false","true","false",,"POINT (-73.9667114027214 40.7768804702473)",,"19","4","19","13"
"-73.9530035564643","40.7921822457613","36I-PM-1007-07","36I","PM","10072018","7","Adult","Gray",,"Gray+",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","false","false","true","false",,"POINT (-73.9530035564643 40.7921822457613)",,"19","4","19","13"
"-73.9615696577673","40.7951278622399","35A-AM-1014-03","35A","AM","10142018","3","Adult","Gray","White","Gray+White",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","false","false","true","false",,"POINT (-73.9615696577673 40.7951278622399)",,"19","4","19","13"
"-73.964474836001","40.7883840104749","28C-PM-1006-01","28C","PM","10062018","1","Adult","Gray","Cinnamon","Gray+Cinnamon",,"Ground Plane","FALSE",,"false","false","false","false","false","gathering acorns","false","false","false","true","false","false","false","true","gnd to tree","POINT (-73.964474836001 40.7883840104749)",,"19","4","19","13"
"-73.9610705592868","40.7914829661051","32D-AM-1013-06","32D","AM","10132018","6","Adult","Cinnamon",,"Cinnamon+",,"Ground Plane","FALSE",,"true","false","false","true","true","eating (a mushroom),circles around us,really fat,scratching himself,grooming activity","false","false","false","false","true","true","false","false",,"POINT (-73.9610705592868 40.7914829661051)",,"19","4","19","13"
"-73.9688454483585","40.7845301288163","22A-AM-1008-05","22A","AM","10082018","5","Adult","Gray","White","Gray+White",,"Above Ground","3","trash can","false","false","false","true","false",,"false","false","false","true","false","false","false","true",,"POINT (-73.9688454483585 40.7845301288163)",,"19","4","19","13"
"-73.9578237168359","40.7980959471034","40B-PM-1014-06","40B","PM","10142018","6","Adult","Gray","Cinnamon","Gray+Cinnamon",,"Ground Plane","FALSE",,"true","false","false","false","false",,"false","false","false","false","false","false","true","false",,"POINT (-73.9578237168359 40.7980959471034)",,"19","4","19","13"
"-73.9688271202401","40.7809719445309","19C-PM-1018-01","19C","PM","10182018","1","Adult","Gray","White","Gray+White",,"Ground Plane","FALSE",,"true","true","false","true","false",,"false","false","false","false","true","false","true","false",,"POINT (-73.9688271202401 40.7809719445309)",,"19","4","19","13"
"-73.9617088749928","40.7944585082367","35A-PM-1013-06","35A","PM","10132018","6","Adult","Cinnamon",,"Cinnamon+",,"Ground Plane","FALSE",,"true","false","false","false","false",,"false","false","false","false","false","false","false","true",,"POINT (-73.9617088749928 40.7944585082367)",,"19","4","19","13"
"-73.9701824825872","40.7766530579293","14E-AM-1008-09","14E","AM","10082018","9","Adult","Gray",,"Gray+",,"Ground Plane","FALSE",,"true","true","false","false","false",,"true","false","false","false","false","false","false","true",,"POINT (-73.9701824825872 40.7766530579293)",,"19","4","19","13"
"-73.9676410497481","40.7766043512974","15G-PM-1019-05","15G","PM","10192018","5","Adult","Gray","Cinnamon","Gray+Cinnamon",,"Above Ground","4",,"false","false","true","false","false",,"false","false","false","false","false","false","false","false",,"POINT (-73.9676410497481 40.7766043512974)",,"19","4","19","13"
"-73.9708726050721","40.7723572030236","10F-AM-1007-02","10F","AM","10072018","2","Adult","Gray",,"Gray+",,"Above Ground","70",,"false","false","true","false","false",,"false","false","false","false","false","false","false","false",,"POINT (-73.9708726050721 40.7723572030236)",,"19","4","19","13"
"-73.9541453465817","40.7982162223764","42E-PM-1012-06","42E","PM","10122018","6","Adult","Cinnamon","Gray, White","Cinnamon+Gray, White",,"Ground Plane","FALSE",,"true","false","false","false","true",,"false","false","false","false","false","false","false","true",,"POINT (-73.9541453465817 40.79821622237641)",,"19","4","19","13"
"-73.9683608295976","40.7842927405327","22B-AM-1013-04","22B","AM","10132018","4","Adult","Cinnamon",,"Cinnamon+",,"Ground Plane","FALSE","Under bench","false","false","false","false","true",,"false","false","false","false","false","false","false","true","ran from dog-walker","POINT (-73.9683608295976 40.7842927405327)",,"19","4","19","13"
"-73.968052057989","40.777338666528","15F-PM-1010-06","15F","PM","10102018","6","Adult","Gray",,"Gray+",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","false","false","true","false",,"POINT (-73.968052057989 40.777338666528)",,"19","4","19","13"
"-73.9787180870736","40.7715877863274","5A-AM-1006-05","05A","AM","10062018","5","Adult","Gray","Cinnamon","Gray+Cinnamon",,"Ground Plane","FALSE","near 65th St arch","false","false","false","false","true",,"false","false","false","true","false","false","false","true",,"POINT (-73.9787180870736 40.7715877863274)",,"19","4","19","13"
"-73.9565905868276","40.7895654068546","32H-PM-1006-01","32H","PM","10062018","1",,"Gray",,"Gray+",,"Above Ground",,"in the European Beech","false","false","true","false","false",,"false","false","false","false","false","false","false","false",,"POINT (-73.9565905868276 40.7895654068546)",,"19","4","19","13"
"-73.9565759733611","40.7992461674802","42C-AM-1007-02","42C","AM","10072018","2",,,,"+",,,,,"false","false","false","false","false",,"false","true","false","false","false","false","false","false",,"POINT (-73.9565759733611 40.7992461674802)",,"19","4","19","13"
"-73.9551539498306","40.7987384656256","41D-AM-1014-01","41D","AM","10142018","1","Adult","Gray","Black","Gray+Black",,"Ground Plane","FALSE",,"false","false","false","false","true","digging","false","false","false","false","false","false","true","false",,"POINT (-73.9551539498306 40.7987384656256)",,"19","4","19","13"
"-73.9641971813967","40.7813537959435","21G-PM-1007-01","21G","PM","10072018","1","Adult","Gray","Cinnamon","Gray+Cinnamon",,"Ground Plane","FALSE",,"false","false","false","true","false",,"false","false","false","true","false","false","true","false",,"POINT (-73.9641971813967 40.7813537959435)",,"19","4","19","13"
"-73.9692883970928","40.7768553703082","14E-AM-1008-02","14E","AM","10082018","2","Adult","Gray",,"Gray+",,"Ground Plane","FALSE",,"true","false","false","false","true","walking","false","false","false","false","false","false","false","true",,"POINT (-73.9692883970928 40.7768553703082)",,"19","4","19","13"
